,analysis_for_day,vehicle_id,vehicle_number,model_name,consistency_pct,live_pct,gsm_average,no_info_instances,days_post_installation
0,2022-01-14,6046,NL01AA4912,WETRACK2,88.75,88.06,97.73,2.0,1297
27,2022-01-14,1678163,NL001AA4912,WEYE01,98.33,87.08,67.59,0.0,57
20,2022-01-14,1608069,HR38AC8427,WECX01,65.21,61.32,95.93,3.0,98
28,2022-01-14,1678279,HR038AC8427,WEYE01,38.12,34.65,73.61,1.0,57
22,2022-01-14,1612282,HR38AC4399,WECX01,99.51,89.31,79.86,0.0,96
29,2022-01-14,1678510,HR038AC4399,WEYE01,99.31,87.92,69.69,0.0,57
3,2022-01-14,8259,NL01AA6688,WETRACK2,90.83,76.25,71.01,1.0,1261
30,2022-01-14,1678413,NL001AA6688,WEYE01,68.54,56.94,65.22,2.0,57
4,2022-01-14,8764,HR55AD2198,WETRACK2,91.25,78.33,75.27,0.0,1253
31,2022-01-14,1677917,HR055AD2198,WEYE01,100.0,80.69,45.46,0.0,57
21,2022-01-14,1607556,HR38AC5450,WECX01,99.86,86.18,82.36,0.0,98
32,2022-01-14,1682478,HR038AC5450,WEYE01,99.93,88.26,68.7,0.0,55
33,2022-01-14,1681662,HR055X2249,WEYE01,99.51,92.22,58.52,0.0,55
9,2022-01-14,12826,NL01AC2882,WETRACK2,99.38,99.1,95.31,0.0,1193
34,2022-01-14,1682411,NL001AC2882,WEYE01,95.97,82.71,66.31,1.0,55
7,2022-01-14,11774,NL01AB1652,WETRACK2,99.79,99.79,99.97,0.0,1209
35,2022-01-14,1681792,NL001AB1652,WEYE01,84.65,70.56,72.26,2.0,55
25,2022-01-14,1611839,HR38AC9564,WECX01,95.9,73.4,55.66,1.0,96
36,2022-01-14,1682191,HR038AC9564,WEYE01,99.79,84.1,59.16,0.0,55
16,2022-01-14,861716,NL01AB1894,WETRACK2,98.82,98.26,95.1,0.0,526
37,2022-01-14,1682062,NL011AB1894,WEYE01,99.58,86.81,58.72,0.0,55
5,2022-01-14,8775,HR55AD5041,WETRACK2,98.89,94.44,84.06,0.0,1253
38,2022-01-14,1682513,HR055AD5041,WEYE01,99.93,89.58,58.29,0.0,55
10,2022-01-14,5738,NL01AA4762,WETRACK2,89.03,88.47,79.33,0.0,1192
39,2022-01-14,1681968,NL011AA4762,WEYE01,100.0,75.69,78.55,0.0,55
24,2022-01-14,1611816,HR38AC7975,WECX01,99.93,93.26,94.76,0.0,96
40,2022-01-14,1682332,HR138AC7975,WEYE01,99.72,92.15,87.55,0.0,55
12,2022-01-14,12844,NL01AC4180,C100,100.0,86.88,47.09,0.0,928
41,2022-01-14,1696506,NL001AC4180,TMG,99.1,87.22,66.38,0.0,48
17,2022-01-14,887012,HR55Y1278,WETRACK2,99.03,98.12,97.26,0.0,509
42,2022-01-14,1696574,HR055Y1278,TMG,99.31,90.49,76.0,0.0,48
1,2022-01-14,7242,HR55Y8651,WETRACK2,100.0,96.46,95.15,0.0,1274
43,2022-01-14,1696606,HR055Y8651,TMG,0.0,0.0,0.0,0.0,48
15,2022-01-14,794015,HR55X2602,WETRACK2,0.0,0.0,0.0,0.0,568
44,2022-01-14,1696471,HR055X2602,TMG,0.0,0.0,0.0,0.0,48
8,2022-01-14,12208,NL01AC2624,GT06N,99.31,99.17,99.97,0.0,1202
45,2022-01-14,1696544,NL010AC2624,TMG,92.71,88.96,84.59,0.0,48
18,2022-01-14,1025419,NL01AC2881,WETRACK2,99.38,93.54,93.83,0.0,416
46,2022-01-14,1697622,NL001AC2881,TMG,100.0,86.88,78.5,0.0,47
13,2022-01-14,136609,NL01AD9861,FMB920,100.0,0.0,64.08,0.0,844
47,2022-01-14,1697276,NL001AD9861,TMG,81.46,70.62,62.4,1.0,47
26,2022-01-14,1613938,HR38AC9561,WECX01,99.65,86.81,74.36,0.0,95
48,2022-01-14,1697202,HR038AC9561,TMG,83.75,72.22,70.39,2.0,47
11,2022-01-14,19748,NL01AC4193,WETRACK2,0.0,0.0,0.0,0.0,1093
49,2022-01-14,1697468,NL001AC4193,TMG,0.0,0.0,0.0,0.0,47
6,2022-01-14,8859,NL01AC0798,WETRACK2,96.11,93.06,93.76,0.0,1250
50,2022-01-14,1697499,NL001AC0798,TMG,100.0,86.67,89.48,0.0,47
19,2022-01-14,1520558,NL01AF0483,WECX01,98.89,87.71,84.7,0.0,124
51,2022-01-14,1697119,NL001AF0483,TMG,100.0,88.82,72.29,0.0,47
2,2022-01-14,7753,NL01AC0284,WETRACK2,100.0,99.72,93.46,0.0,1266
52,2022-01-14,1697575,NL001AC0284,TMG,100.0,90.14,60.64,0.0,47
23,2022-01-14,1611286,HR38AC0788,WECX01,100.0,93.61,94.22,0.0,96
53,2022-01-14,1697533,HR0038AC0788,TMG,100.0,89.31,79.05,0.0,47
14,2022-01-14,456375,HR55W0408,WETRACK2,99.1,95.62,97.41,0.0,732
54,2022-01-14,1697339,HR055W0408,TMG,94.65,85.0,60.14,0.0,44
