,analysis_for_day,vehicle_id,vehicle_number,model_name,consistency_pct,live_pct,gsm_average,no_info_instances,days_post_installation
0,2022-03-16,13445,NL01AC4181,WETRACK2,92.36,73.4,88.57,0,1247
1,2022-03-16,17335,NL01AB0371,WETRACK2,98.4,79.44,92.56,0,1175
2,2022-03-16,887012,HR55Y1278,WETRACK2,0.0,0.0,0.0,0,570
3,2022-03-16,12051,NL01AC2617,WECX01,98.82,78.19,84.33,0,148
