,analysis_for_day,vehicle_id,vehicle_number,model_name,consistency_pct,live_pct,gsm_average,no_info_instances,days_post_installation
3,2022-01-29,8259,NL01AA6688,WETRACK2,41.25,38.75,92.22,0.0,1276
27,2022-01-29,1678413,NL001AA6688,WEYE01,44.03,42.5,72.04,0.0,72
5,2022-01-29,8764,HR55AD2198,WETRACK2,43.82,36.32,82.92,1.0,1268
28,2022-01-29,1677917,HR055AD2198,WEYE01,43.82,37.22,51.98,1.0,72
25,2022-01-29,1612282,HR38AC4399,WECX01,43.96,40.14,67.48,0.0,111
29,2022-01-29,1678510,HR038AC4399,WEYE01,43.75,36.94,50.83,0.0,72
20,2022-01-29,1608069,HR38AC8427,WECX01,42.22,36.04,85.8,0.0,113
30,2022-01-29,1678279,HR038AC8427,WEYE01,12.57,9.79,75.94,3.0,72
0,2022-01-29,6046,NL01AA4912,WETRACK2,43.61,40.97,95.06,0.0,1312
31,2022-01-29,1678163,NL001AA4912,WEYE01,42.5,38.19,76.14,0.0,72
32,2022-01-29,1681662,HR055X2249,WEYE01,32.08,26.88,68.64,2.0,70
23,2022-01-29,1611816,HR38AC7975,WECX01,44.1,37.08,60.19,1.0,111
33,2022-01-29,1682332,HR138AC7975,WEYE01,39.65,30.9,73.0,2.0,70
10,2022-01-29,5738,NL01AA4762,WETRACK2,43.68,37.85,74.95,0.0,1207
34,2022-01-29,1681968,NL011AA4762,WEYE01,44.03,35.07,61.04,0.0,70
7,2022-01-29,11774,NL01AB1652,WETRACK2,44.03,44.03,99.92,0.0,1224
35,2022-01-29,1681792,NL001AB1652,WEYE01,41.53,40.76,70.65,0.0,70
9,2022-01-29,12826,NL01AC2882,WETRACK2,44.03,42.5,86.95,0.0,1208
36,2022-01-29,1682411,NL001AC2882,WEYE01,44.1,36.53,55.81,1.0,70
21,2022-01-29,1607556,HR38AC5450,WECX01,44.1,40.62,79.81,0.0,113
37,2022-01-29,1682478,HR038AC5450,WEYE01,44.1,38.33,70.12,0.0,70
16,2022-01-29,861716,NL01AB1894,WETRACK2,42.36,40.83,84.99,0.0,541
38,2022-01-29,1682062,NL011AB1894,WEYE01,0.0,0.0,0.0,0.0,70
24,2022-01-29,1611839,HR38AC9564,WECX01,43.96,41.53,81.81,0.0,111
39,2022-01-29,1682191,HR038AC9564,WEYE01,44.1,42.92,66.04,0.0,70
4,2022-01-29,8775,HR55AD5041,WETRACK2,44.1,44.03,95.9,0.0,1268
40,2022-01-29,1682513,HR055AD5041,WEYE01,43.75,39.51,59.02,0.0,70
17,2022-01-29,887012,HR55Y1278,WETRACK2,44.03,44.03,99.02,0.0,524
41,2022-01-29,1696574,HR055Y1278,TMG,44.1,43.54,82.82,0.0,63
12,2022-01-29,12844,NL01AC4180,C100,44.1,33.68,44.55,1.0,943
42,2022-01-29,1696506,NL001AC4180,TMG,44.03,39.93,68.65,0.0,63
1,2022-01-29,7242,HR55Y8651,WETRACK2,44.1,43.96,100.0,0.0,1289
43,2022-01-29,1696606,HR055Y8651,TMG,0.0,0.0,0.0,0.0,63
8,2022-01-29,12208,NL01AC2624,GT06N,44.03,43.61,93.42,0.0,1217
44,2022-01-29,1696544,NL010AC2624,TMG,43.96,41.74,72.44,0.0,63
15,2022-01-29,794015,HR55X2602,WETRACK2,0.0,0.0,0.0,0.0,583
45,2022-01-29,1696471,HR055X2602,TMG,0.0,0.0,0.0,0.0,63
11,2022-01-29,19748,NL01AC4193,WETRACK2,43.96,43.96,100.0,0.0,1108
46,2022-01-29,1697468,NL001AC4193,TMG,44.1,42.64,84.91,0.0,62
19,2022-01-29,1520558,NL01AF0483,WECX01,43.89,43.19,95.62,0.0,139
47,2022-01-29,1697119,NL001AF0483,TMG,44.03,42.85,59.18,0.0,62
26,2022-01-29,1613938,HR38AC9561,WECX01,44.1,37.92,64.69,0.0,110
48,2022-01-29,1697202,HR038AC9561,TMG,43.33,36.74,63.52,2.0,62
13,2022-01-29,136609,NL01AD9861,FMB920,44.17,0.0,77.02,0.0,859
49,2022-01-29,1697276,NL001AD9861,TMG,38.26,36.46,75.45,2.0,62
18,2022-01-29,1025419,NL01AC2881,WETRACK2,43.61,43.61,92.46,0.0,431
50,2022-01-29,1697622,NL001AC2881,TMG,43.96,41.11,76.42,0.0,62
2,2022-01-29,7753,NL01AC0284,WETRACK2,43.61,38.19,97.37,0.0,1281
51,2022-01-29,1697575,NL001AC0284,TMG,43.68,35.14,78.41,0.0,62
22,2022-01-29,1611286,HR38AC0788,WECX01,44.1,43.4,82.17,0.0,111
52,2022-01-29,1697533,HR0038AC0788,TMG,44.03,43.19,75.72,0.0,62
6,2022-01-29,8859,NL01AC0798,WETRACK2,43.96,42.99,90.56,0.0,1265
53,2022-01-29,1697499,NL001AC0798,TMG,44.1,40.42,78.83,0.0,62
14,2022-01-29,456375,HR55W0408,WETRACK2,43.82,42.01,90.85,0.0,747
54,2022-01-29,1697339,HR055W0408,TMG,24.86,21.04,49.33,1.0,59
