,analysis_for_day,vehicle_id,vehicle_number,model_name,consistency_pct,live_pct,gsm_average,no_info_instances,days_post_installation
0,2021-12-27,6046,NL01AA4912,WETRACK2,94.38,82.43,79.46,0.0,1279
27,2021-12-27,1678163,NL001AA4912,WEYE01,96.39,77.57,58.01,0.0,39
20,2021-12-27,1608069,HR38AC8427,WECX01,100.0,92.57,80.09,0.0,80
28,2021-12-27,1678279,HR038AC8427,WEYE01,99.79,91.18,70.32,0.0,39
3,2021-12-27,8259,NL01AA6688,WETRACK2,97.85,87.71,73.53,0.0,1243
29,2021-12-27,1678413,NL001AA6688,WEYE01,88.26,77.92,64.13,1.0,39
4,2021-12-27,8764,HR55AD2198,WETRACK2,99.93,95.97,93.85,0.0,1235
30,2021-12-27,1677917,HR055AD2198,WEYE01,100.0,91.18,62.11,0.0,39
23,2021-12-27,1612282,HR38AC4399,WECX01,99.17,90.0,60.2,0.0,78
31,2021-12-27,1678510,HR038AC4399,WEYE01,100.0,92.08,59.91,0.0,39
16,2021-12-27,861716,NL01AB1894,WETRACK2,99.65,99.65,99.85,0.0,508
32,2021-12-27,1682062,NL011AB1894,WEYE01,99.79,92.92,75.35,0.0,37
22,2021-12-27,1611816,HR38AC7975,WECX01,97.64,79.51,56.78,0.0,78
33,2021-12-27,1682332,HR138AC7975,WEYE01,99.51,88.61,65.68,0.0,37
34,2021-12-27,1681662,HR055X2249,WEYE01,99.44,86.88,58.95,0.0,37
5,2021-12-27,8775,HR55AD5041,WETRACK2,98.47,98.26,98.54,0.0,1235
35,2021-12-27,1682513,HR055AD5041,WEYE01,98.26,89.51,64.3,0.0,37
25,2021-12-27,1611839,HR38AC9564,WECX01,97.43,88.82,81.09,0.0,78
36,2021-12-27,1682191,HR038AC9564,WEYE01,99.31,87.64,80.47,0.0,37
9,2021-12-27,12826,NL01AC2882,WETRACK2,99.72,93.89,87.4,0.0,1175
37,2021-12-27,1682411,NL001AC2882,WEYE01,99.38,89.93,67.43,0.0,37
7,2021-12-27,11774,NL01AB1652,WETRACK2,51.46,50.42,90.11,1.0,1191
38,2021-12-27,1681792,NL001AB1652,WEYE01,99.38,88.96,77.8,0.0,37
10,2021-12-27,5738,NL01AA4762,WETRACK2,99.24,97.78,96.11,0.0,1174
39,2021-12-27,1681968,NL011AA4762,WEYE01,100.0,92.22,68.96,0.0,37
21,2021-12-27,1607556,HR38AC5450,WECX01,99.86,90.9,77.77,0.0,80
40,2021-12-27,1682478,HR038AC5450,WEYE01,99.93,89.24,69.49,0.0,37
12,2021-12-27,12844,NL01AC4180,C100,100.0,91.74,56.43,0.0,910
41,2021-12-27,1696506,NL001AC4180,TMG,98.82,91.46,73.07,0.0,30
1,2021-12-27,7242,HR55Y8651,WETRACK2,98.75,95.28,94.38,0.0,1256
42,2021-12-27,1696606,HR055Y8651,TMG,95.97,85.62,78.5,0.0,30
8,2021-12-27,12208,NL01AC2624,GT06N,100.0,94.72,93.15,0.0,1184
43,2021-12-27,1696544,NL010AC2624,TMG,97.92,84.38,71.53,0.0,30
15,2021-12-27,794015,HR55X2602,WETRACK2,99.1,90.76,99.08,0.0,550
44,2021-12-27,1696471,HR055X2602,TMG,99.58,85.49,80.33,0.0,30
17,2021-12-27,887012,HR55Y1278,WETRACK2,99.86,99.44,99.12,0.0,491
45,2021-12-27,1696574,HR055Y1278,TMG,100.0,92.43,76.35,0.0,30
2,2021-12-27,7753,NL01AC0284,WETRACK2,98.75,96.11,82.2,0.0,1248
46,2021-12-27,1697575,NL001AC0284,TMG,100.0,91.46,82.39,0.0,29
6,2021-12-27,8859,NL01AC0798,WETRACK2,81.53,75.76,75.57,0.0,1232
47,2021-12-27,1697499,NL001AC0798,TMG,100.0,90.14,66.48,0.0,29
11,2021-12-27,19748,NL01AC4193,WETRACK2,98.96,98.96,100.0,0.0,1075
48,2021-12-27,1697468,NL001AC4193,TMG,100.0,93.26,85.96,0.0,29
19,2021-12-27,1520558,NL01AF0483,WECX01,96.18,81.88,75.5,0.0,106
49,2021-12-27,1697119,NL001AF0483,TMG,100.0,82.08,70.16,0.0,29
13,2021-12-27,136609,NL01AD9861,FMB920,100.0,0.0,72.05,1.0,826
50,2021-12-27,1697276,NL001AD9861,TMG,92.78,78.19,75.01,0.0,29
24,2021-12-27,1611286,HR38AC0788,WECX01,90.21,78.4,53.05,1.0,78
51,2021-12-27,1697533,HR0038AC0788,TMG,100.0,89.38,66.1,0.0,29
18,2021-12-27,1025419,NL01AC2881,WETRACK2,94.44,93.96,79.86,0.0,398
52,2021-12-27,1697622,NL001AC2881,TMG,99.86,91.74,71.49,0.0,29
26,2021-12-27,1613938,HR38AC9561,WECX01,96.39,84.03,83.31,0.0,77
53,2021-12-27,1697202,HR038AC9561,TMG,84.24,75.69,75.36,1.0,29
14,2021-12-27,456375,HR55W0408,WETRACK2,98.75,91.74,91.01,0.0,714
54,2021-12-27,1697339,HR055W0408,TMG,87.43,71.25,55.31,1.0,26
