,analysis_for_day,vehicle_id,vehicle_number,model_name,consistency_pct,live_pct,gsm_average,no_info_instances,days_post_installation
0,2021-12-08,6046,NL01AA4912,WETRACK2,99.93,99.93,100.0,0.0,1260
27,2021-12-08,1678163,NL001AA4912,WEYE01,97.99,90.28,72.44,0.0,20
5,2021-12-08,8764,HR55AD2198,WETRACK2,99.58,99.58,98.73,0.0,1216
28,2021-12-08,1677917,HR055AD2198,WEYE01,100.0,90.76,58.08,0.0,20
3,2021-12-08,8259,NL01AA6688,WETRACK2,95.21,75.62,76.78,0.0,1224
29,2021-12-08,1678413,NL001AA6688,WEYE01,92.92,77.99,65.25,1.0,20
25,2021-12-08,1612282,HR38AC4399,WECX01,97.92,79.72,74.04,0.0,59
30,2021-12-08,1678510,HR038AC4399,WEYE01,99.86,83.54,72.19,0.0,20
20,2021-12-08,1608069,HR38AC8427,WECX01,98.61,88.06,91.27,0.0,61
31,2021-12-08,1678279,HR038AC8427,WEYE01,20.07,13.06,76.86,1.0,20
32,2021-12-08,1681662,HR055X2249,WEYE01,87.15,80.76,69.31,2.0,18
9,2021-12-08,12826,NL01AC2882,WETRACK2,99.72,98.96,95.08,0.0,1156
33,2021-12-08,1682411,NL001AC2882,WEYE01,87.99,77.01,73.77,1.0,18
7,2021-12-08,11774,NL01AB1652,WETRACK2,100.0,100.0,99.98,0.0,1172
34,2021-12-08,1681792,NL001AB1652,WEYE01,82.29,74.93,83.85,2.0,18
21,2021-12-08,1607556,HR38AC5450,WECX01,99.79,86.39,77.03,0.0,61
35,2021-12-08,1682478,HR038AC5450,WEYE01,99.86,88.12,74.86,0.0,18
24,2021-12-08,1611839,HR38AC9564,WECX01,100.0,94.17,99.34,0.0,59
36,2021-12-08,1682191,HR038AC9564,WEYE01,99.79,92.22,77.06,0.0,18
16,2021-12-08,861716,NL01AB1894,WETRACK2,87.29,79.38,88.59,0.0,489
37,2021-12-08,1682062,NL011AB1894,WEYE01,97.36,85.07,59.78,0.0,18
4,2021-12-08,8775,HR55AD5041,WETRACK2,100.0,100.0,100.0,0.0,1216
38,2021-12-08,1682513,HR055AD5041,WEYE01,100.0,92.29,64.6,0.0,18
22,2021-12-08,1611816,HR38AC7975,WECX01,96.46,88.96,99.06,0.0,59
39,2021-12-08,1682332,HR138AC7975,WEYE01,77.57,70.21,82.47,0.0,18
10,2021-12-08,5738,NL01AA4762,WETRACK2,83.75,71.6,51.89,0.0,1155
40,2021-12-08,1681968,NL011AA4762,WEYE01,99.79,77.22,48.41,0.0,18
1,2021-12-08,7242,HR55Y8651,WETRACK2,99.86,97.57,95.74,0.0,1237
41,2021-12-08,1696606,HR055Y8651,TMG,88.12,75.83,70.21,1.0,11
8,2021-12-08,12208,NL01AC2624,GT06N,96.94,88.12,89.32,0.0,1165
42,2021-12-08,1696544,NL010AC2624,TMG,62.15,51.46,62.8,1.0,11
15,2021-12-08,794015,HR55X2602,WETRACK2,98.96,98.82,99.98,0.0,531
43,2021-12-08,1696471,HR055X2602,TMG,97.78,90.14,77.76,0.0,11
12,2021-12-08,12844,NL01AC4180,C100,90.28,50.76,47.21,0.0,891
44,2021-12-08,1696506,NL001AC4180,TMG,96.46,77.22,68.7,0.0,11
17,2021-12-08,887012,HR55Y1278,WETRACK2,99.58,97.99,86.52,0.0,472
45,2021-12-08,1696574,HR055Y1278,TMG,100.0,90.9,68.05,0.0,11
13,2021-12-08,136609,NL01AD9861,FMB920,99.86,0.0,65.06,0.0,807
46,2021-12-08,1697276,NL001AD9861,TMG,45.14,38.26,60.83,1.0,10
19,2021-12-08,1520558,NL01AF0483,WECX01,99.17,84.03,78.64,0.0,87
47,2021-12-08,1697119,NL001AF0483,TMG,100.0,88.89,61.92,0.0,10
2,2021-12-08,7753,NL01AC0284,WETRACK2,98.89,93.96,89.1,0.0,1229
48,2021-12-08,1697575,NL001AC0284,TMG,100.0,87.22,74.95,0.0,10
26,2021-12-08,1613938,HR38AC9561,WECX01,99.24,88.82,90.5,0.0,58
49,2021-12-08,1697202,HR038AC9561,TMG,71.46,62.08,66.27,2.0,10
23,2021-12-08,1611286,HR38AC0788,WECX01,98.19,97.15,96.91,0.0,59
50,2021-12-08,1697533,HR0038AC0788,TMG,100.0,90.49,81.01,0.0,10
11,2021-12-08,19748,NL01AC4193,WETRACK2,95.21,95.21,100.0,0.0,1056
51,2021-12-08,1697468,NL001AC4193,TMG,100.0,91.04,79.64,0.0,10
18,2021-12-08,1025419,NL01AC2881,WETRACK2,66.46,66.39,97.07,0.0,379
52,2021-12-08,1697622,NL001AC2881,TMG,62.08,57.57,81.08,1.0,10
6,2021-12-08,8859,NL01AC0798,WETRACK2,98.06,88.75,89.69,0.0,1213
53,2021-12-08,1697499,NL001AC0798,TMG,100.0,84.93,70.87,0.0,10
14,2021-12-08,456375,HR55W0408,WETRACK2,100.0,100.0,100.0,0.0,695
54,2021-12-08,1697339,HR055W0408,TMG,20.97,20.9,73.35,0.0,7
