,analysis_for_day,vehicle_id,vehicle_number,model_name,consistency_pct,live_pct,gsm_average,no_info_instances,days_post_installation
0,2022-01-22,6046,NL01AA4912,WETRACK2,93.89,75.69,83.4,0.0,1305
27,2022-01-22,1678163,NL001AA4912,WEYE01,65.0,0.0,60.82,1.0,65
21,2022-01-22,1608069,HR38AC8427,WECX01,57.08,0.0,87.94,2.0,106
28,2022-01-22,1678279,HR038AC8427,WEYE01,77.92,0.0,83.24,1.0,65
22,2022-01-22,1612282,HR38AC4399,WECX01,71.94,0.0,82.46,0.0,104
29,2022-01-22,1678510,HR038AC4399,WEYE01,80.62,0.0,82.39,0.0,65
3,2022-01-22,8259,NL01AA6688,WETRACK2,83.89,78.12,85.9,0.0,1269
30,2022-01-22,1678413,NL001AA6688,WEYE01,38.75,0.0,60.14,1.0,65
4,2022-01-22,8764,HR55AD2198,WETRACK2,70.21,61.11,86.25,0.0,1261
31,2022-01-22,1677917,HR055AD2198,WEYE01,64.51,0.0,64.83,0.0,65
20,2022-01-22,1607556,HR38AC5450,WECX01,67.99,0.0,88.35,0.0,106
32,2022-01-22,1682478,HR038AC5450,WEYE01,68.4,0.0,75.57,0.0,63
9,2022-01-22,12826,NL01AC2882,WETRACK2,89.38,72.29,83.36,0.0,1201
33,2022-01-22,1682411,NL001AC2882,WEYE01,68.26,0.0,54.54,0.0,63
5,2022-01-22,8775,HR55AD5041,WETRACK2,81.46,79.79,92.1,0.0,1261
34,2022-01-22,1682513,HR055AD5041,WEYE01,64.93,0.0,58.04,1.0,63
24,2022-01-22,1611839,HR38AC9564,WECX01,66.53,0.0,86.67,0.0,104
35,2022-01-22,1682191,HR038AC9564,WEYE01,70.9,0.0,79.71,0.0,63
36,2022-01-22,1681662,HR055X2249,WEYE01,68.12,0.0,65.65,0.0,63
10,2022-01-22,5738,NL01AA4762,WETRACK2,69.03,49.31,64.03,2.0,1200
37,2022-01-22,1681968,NL011AA4762,WEYE01,70.21,0.0,66.5,2.0,63
25,2022-01-22,1611816,HR38AC7975,WECX01,64.93,0.0,61.73,0.0,104
38,2022-01-22,1682332,HR138AC7975,WEYE01,60.28,0.0,68.8,2.0,63
16,2022-01-22,861716,NL01AB1894,WETRACK2,50.76,41.32,97.08,2.0,534
39,2022-01-22,1682062,NL011AB1894,WEYE01,68.06,0.0,66.58,2.0,63
7,2022-01-22,11774,NL01AB1652,WETRACK2,82.57,82.57,100.0,0.0,1217
40,2022-01-22,1681792,NL001AB1652,WEYE01,0.0,0.0,0.0,1.0,63
17,2022-01-22,887012,HR55Y1278,WETRACK2,83.89,78.75,84.43,0.0,517
41,2022-01-22,1696574,HR055Y1278,TMG,69.58,0.0,64.25,0.0,56
1,2022-01-22,7242,HR55Y8651,WETRACK2,94.03,79.31,96.75,0.0,1282
42,2022-01-22,1696606,HR055Y8651,TMG,0.0,0.0,0.0,0.0,56
12,2022-01-22,12844,NL01AC4180,C100,79.51,0.0,41.49,0.0,936
43,2022-01-22,1696506,NL001AC4180,TMG,70.62,0.0,58.88,0.0,56
15,2022-01-22,794015,HR55X2602,WETRACK2,0.0,0.0,0.0,0.0,576
44,2022-01-22,1696471,HR055X2602,TMG,0.0,0.0,0.0,0.0,56
8,2022-01-22,12208,NL01AC2624,GT06N,78.47,70.28,92.44,0.0,1210
45,2022-01-22,1696544,NL010AC2624,TMG,64.79,0.0,73.95,1.0,56
6,2022-01-22,8859,NL01AC0798,WETRACK2,99.58,82.29,84.71,0.0,1258
46,2022-01-22,1697499,NL001AC0798,TMG,67.57,0.0,70.45,0.0,55
11,2022-01-22,19748,NL01AC4193,WETRACK2,82.57,82.29,99.96,0.0,1101
47,2022-01-22,1697468,NL001AC4193,TMG,75.0,0.0,78.22,0.0,55
19,2022-01-22,1520558,NL01AF0483,WECX01,68.26,0.0,73.24,0.0,132
48,2022-01-22,1697119,NL001AF0483,TMG,65.35,0.0,66.13,0.0,55
13,2022-01-22,136609,NL01AD9861,FMB920,71.67,0.0,78.03,0.0,852
49,2022-01-22,1697276,NL001AD9861,TMG,67.08,0.0,83.78,0.0,55
18,2022-01-22,1025419,NL01AC2881,WETRACK2,96.88,73.54,81.83,0.0,424
50,2022-01-22,1697622,NL001AC2881,TMG,71.18,0.0,52.37,0.0,55
2,2022-01-22,7753,NL01AC0284,WETRACK2,67.5,59.51,81.19,0.0,1274
51,2022-01-22,1697575,NL001AC0284,TMG,62.5,0.0,67.51,0.0,55
23,2022-01-22,1611286,HR38AC0788,WECX01,77.29,0.0,91.21,0.0,104
52,2022-01-22,1697533,HR0038AC0788,TMG,70.49,0.0,80.35,0.0,55
26,2022-01-22,1613938,HR38AC9561,WECX01,64.72,0.0,72.66,0.0,103
53,2022-01-22,1697202,HR038AC9561,TMG,55.35,0.0,68.62,2.0,55
14,2022-01-22,456375,HR55W0408,WETRACK2,98.12,75.9,87.33,0.0,740
54,2022-01-22,1697339,HR055W0408,TMG,50.42,0.0,50.78,2.0,52
