,analysis_for_day,vehicle_id,vehicle_number,model_name,consistency_pct,live_pct,gsm_average,no_info_instances,days_post_installation
20,2021-12-16,1608069,HR38AC8427,WECX01,94.17,73.75,85.8,0.0,69
27,2021-12-16,1678279,HR038AC8427,WEYE01,90.28,64.51,65.4,1.0,28
3,2021-12-16,8259,NL01AA6688,WETRACK2,99.31,99.24,75.0,0.0,1232
28,2021-12-16,1678413,NL001AA6688,WEYE01,86.11,65.0,73.69,1.0,28
4,2021-12-16,8764,HR55AD2198,WETRACK2,99.31,99.31,98.48,0.0,1224
29,2021-12-16,1677917,HR055AD2198,WEYE01,100.0,72.57,57.43,0.0,28
23,2021-12-16,1612282,HR38AC4399,WECX01,99.31,71.25,60.97,0.0,67
30,2021-12-16,1678510,HR038AC4399,WEYE01,99.93,65.49,72.12,0.0,28
0,2021-12-16,6046,NL01AA4912,WETRACK2,99.24,98.47,96.81,0.0,1268
31,2021-12-16,1678163,NL001AA4912,WEYE01,98.12,70.69,61.82,1.0,28
32,2021-12-16,1681662,HR055X2249,WEYE01,89.93,61.81,55.18,1.0,26
24,2021-12-16,1611839,HR38AC9564,WECX01,98.33,71.6,76.77,0.0,67
33,2021-12-16,1682191,HR038AC9564,WEYE01,99.79,71.46,81.79,0.0,26
7,2021-12-16,11774,NL01AB1652,WETRACK2,99.17,99.17,99.66,0.0,1180
34,2021-12-16,1681792,NL001AB1652,WEYE01,90.9,66.46,79.01,1.0,26
16,2021-12-16,861716,NL01AB1894,WETRACK2,97.43,89.44,96.94,0.0,497
35,2021-12-16,1682062,NL011AB1894,WEYE01,90.14,68.68,62.93,1.0,26
22,2021-12-16,1611816,HR38AC7975,WECX01,99.31,74.72,98.91,0.0,67
36,2021-12-16,1682332,HR138AC7975,WEYE01,66.6,45.07,87.52,1.0,26
21,2021-12-16,1607556,HR38AC5450,WECX01,99.65,68.33,75.83,0.0,69
37,2021-12-16,1682478,HR038AC5450,WEYE01,100.0,68.33,74.64,0.0,26
9,2021-12-16,12826,NL01AC2882,WETRACK2,97.43,95.69,97.49,0.0,1164
38,2021-12-16,1682411,NL001AC2882,WEYE01,77.5,61.94,62.57,2.0,26
10,2021-12-16,5738,NL01AA4762,WETRACK2,96.39,94.72,93.84,0.0,1163
39,2021-12-16,1681968,NL011AA4762,WEYE01,98.19,74.93,69.21,1.0,26
5,2021-12-16,8775,HR55AD5041,WETRACK2,99.72,99.72,99.98,0.0,1224
40,2021-12-16,1682513,HR055AD5041,WEYE01,100.0,71.46,69.86,0.0,26
1,2021-12-16,7242,HR55Y8651,WETRACK2,99.58,97.29,95.17,0.0,1245
41,2021-12-16,1696606,HR055Y8651,TMG,95.35,64.24,69.09,1.0,19
17,2021-12-16,887012,HR55Y1278,WETRACK2,99.38,96.88,84.21,0.0,480
42,2021-12-16,1696574,HR055Y1278,TMG,99.86,70.07,65.48,0.0,19
15,2021-12-16,794015,HR55X2602,WETRACK2,95.56,92.08,99.52,0.0,539
43,2021-12-16,1696471,HR055X2602,TMG,94.24,65.35,84.08,1.0,19
8,2021-12-16,12208,NL01AC2624,GT06N,99.44,98.19,98.91,0.0,1173
44,2021-12-16,1696544,NL010AC2624,TMG,80.42,54.51,84.36,2.0,19
12,2021-12-16,12844,NL01AC4180,C100,100.07,72.29,45.13,0.0,899
45,2021-12-16,1696506,NL001AC4180,TMG,96.67,64.79,70.38,0.0,19
25,2021-12-16,1611286,HR38AC0788,WECX01,99.58,93.12,63.76,0.0,67
46,2021-12-16,1697533,HR0038AC0788,TMG,100.0,69.79,71.13,0.0,18
19,2021-12-16,1520558,NL01AF0483,WECX01,99.65,72.29,97.05,0.0,95
47,2021-12-16,1697119,NL001AF0483,TMG,100.0,70.69,82.59,0.0,18
6,2021-12-16,8859,NL01AC0798,WETRACK2,99.03,88.54,85.62,0.0,1221
48,2021-12-16,1697499,NL001AC0798,TMG,100.0,66.04,73.32,0.0,18
11,2021-12-16,19748,NL01AC4193,WETRACK2,99.79,99.79,100.0,0.0,1064
49,2021-12-16,1697468,NL001AC4193,TMG,100.0,74.65,83.85,0.0,18
13,2021-12-16,136609,NL01AD9861,FMB920,100.0,0.0,73.07,0.0,815
50,2021-12-16,1697276,NL001AD9861,TMG,74.65,47.22,82.13,1.0,18
18,2021-12-16,1025419,NL01AC2881,WETRACK2,97.92,91.67,94.83,1.0,387
51,2021-12-16,1697622,NL001AC2881,TMG,99.58,72.78,59.72,0.0,18
26,2021-12-16,1613938,HR38AC9561,WECX01,99.58,68.06,74.09,0.0,66
52,2021-12-16,1697202,HR038AC9561,TMG,85.0,68.96,61.47,1.0,18
2,2021-12-16,7753,NL01AC0284,WETRACK2,98.82,93.89,96.97,0.0,1237
53,2021-12-16,1697575,NL001AC0284,TMG,99.93,69.58,77.61,0.0,18
14,2021-12-16,456375,HR55W0408,WETRACK2,99.44,99.44,100.0,0.0,703
54,2021-12-16,1697339,HR055W0408,TMG,81.67,64.72,60.95,1.0,15
