,analysis_for_day,vehicle_id,vehicle_number,model_name,consistency_pct,live_pct,gsm_average,no_info_instances,days_post_installation
3,2021-12-30,8259,NL01AA6688,WETRACK2,99.58,96.25,77.64,0.0,1246
27,2021-12-30,1678413,NL001AA6688,WEYE01,94.38,80.83,70.15,0.0,42
21,2021-12-30,1608069,HR38AC8427,WECX01,97.57,80.9,84.1,0.0,83
28,2021-12-30,1678279,HR038AC8427,WEYE01,89.79,76.6,72.7,1.0,42
25,2021-12-30,1612282,HR38AC4399,WECX01,98.89,82.92,59.86,0.0,81
29,2021-12-30,1678510,HR038AC4399,WEYE01,99.65,85.0,61.83,0.0,42
0,2021-12-30,6046,NL01AA4912,WETRACK2,97.01,92.22,76.6,0.0,1282
30,2021-12-30,1678163,NL001AA4912,WEYE01,96.18,87.64,57.16,0.0,42
4,2021-12-30,8764,HR55AD2198,WETRACK2,99.1,90.76,95.21,0.0,1238
31,2021-12-30,1677917,HR055AD2198,WEYE01,100.0,84.38,60.71,0.0,42
24,2021-12-30,1611816,HR38AC7975,WECX01,93.75,80.28,84.24,0.0,81
32,2021-12-30,1682332,HR138AC7975,WEYE01,91.39,76.74,77.34,1.0,40
33,2021-12-30,1681662,HR055X2249,WEYE01,95.35,81.81,61.74,0.0,40
16,2021-12-30,861716,NL01AB1894,WETRACK2,99.1,98.75,99.05,0.0,511
34,2021-12-30,1682062,NL011AB1894,WEYE01,99.86,89.1,48.01,0.0,40
5,2021-12-30,8775,HR55AD5041,WETRACK2,94.65,83.54,91.82,0.0,1238
35,2021-12-30,1682513,HR055AD5041,WEYE01,99.93,84.58,58.94,0.0,40
23,2021-12-30,1611839,HR38AC9564,WECX01,96.67,77.08,58.69,0.0,81
36,2021-12-30,1682191,HR038AC9564,WEYE01,99.17,81.46,64.01,0.0,40
7,2021-12-30,11774,NL01AB1652,WETRACK2,0.0,0.0,0.0,0.0,1194
37,2021-12-30,1681792,NL001AB1652,WEYE01,89.17,81.32,72.32,1.0,40
20,2021-12-30,1607556,HR38AC5450,WECX01,98.75,84.03,79.19,0.0,83
38,2021-12-30,1682478,HR038AC5450,WEYE01,99.93,83.19,70.71,0.0,40
10,2021-12-30,5738,NL01AA4762,WETRACK2,99.93,95.0,90.22,0.0,1177
39,2021-12-30,1681968,NL011AA4762,WEYE01,100.0,88.4,64.26,0.0,40
9,2021-12-30,12826,NL01AC2882,WETRACK2,100.0,100.0,83.49,0.0,1178
40,2021-12-30,1682411,NL001AC2882,WEYE01,89.58,80.21,74.32,1.0,40
8,2021-12-30,12208,NL01AC2624,GT06N,98.47,92.36,90.62,0.0,1187
41,2021-12-30,1696544,NL010AC2624,TMG,99.03,82.78,64.27,0.0,33
15,2021-12-30,794015,HR55X2602,WETRACK2,97.29,96.39,99.59,0.0,553
42,2021-12-30,1696471,HR055X2602,TMG,87.92,83.06,86.61,0.0,33
12,2021-12-30,12844,NL01AC4180,C100,100.0,79.31,43.17,0.0,913
43,2021-12-30,1696506,NL001AC4180,TMG,93.19,77.43,62.81,0.0,33
1,2021-12-30,7242,HR55Y8651,WETRACK2,98.61,97.22,95.96,0.0,1259
44,2021-12-30,1696606,HR055Y8651,TMG,97.85,84.17,68.66,0.0,33
17,2021-12-30,887012,HR55Y1278,WETRACK2,99.58,97.99,97.39,0.0,494
45,2021-12-30,1696574,HR055Y1278,TMG,100.0,89.79,78.48,0.0,33
13,2021-12-30,136609,NL01AD9861,FMB920,99.93,0.0,74.38,0.0,829
46,2021-12-30,1697276,NL001AD9861,TMG,73.47,65.28,71.53,1.0,32
18,2021-12-30,1025419,NL01AC2881,WETRACK2,99.72,99.72,99.5,0.0,401
47,2021-12-30,1697622,NL001AC2881,TMG,99.86,91.81,79.48,0.0,32
2,2021-12-30,7753,NL01AC0284,WETRACK2,100.0,97.22,80.78,0.0,1251
48,2021-12-30,1697575,NL001AC0284,TMG,99.93,87.85,74.18,0.0,32
26,2021-12-30,1613938,HR38AC9561,WECX01,100.0,93.26,86.1,0.0,80
49,2021-12-30,1697202,HR038AC9561,TMG,79.17,71.46,70.0,1.0,32
19,2021-12-30,1520558,NL01AF0483,WECX01,99.31,85.28,81.14,0.0,109
50,2021-12-30,1697119,NL001AF0483,TMG,99.72,88.54,65.54,0.0,32
6,2021-12-30,8859,NL01AC0798,WETRACK2,84.79,76.39,80.94,1.0,1235
51,2021-12-30,1697499,NL001AC0798,TMG,100.0,87.99,63.69,0.0,32
11,2021-12-30,19748,NL01AC4193,WETRACK2,99.51,99.51,100.0,0.0,1078
52,2021-12-30,1697468,NL001AC4193,TMG,100.0,92.57,79.98,0.0,32
22,2021-12-30,1611286,HR38AC0788,WECX01,20.76,20.76,65.42,1.0,81
53,2021-12-30,1697533,HR0038AC0788,TMG,100.0,90.62,58.9,0.0,32
14,2021-12-30,456375,HR55W0408,WETRACK2,99.58,94.93,95.05,0.0,717
54,2021-12-30,1697339,HR055W0408,TMG,83.47,67.29,54.28,2.0,29
