,analysis_for_day,vehicle_id,vehicle_number,model_name,consistency_pct,live_pct,gsm_average,no_info_instances,days_post_installation
4,2021-12-22,8764,HR55AD2198,WETRACK2,98.61,98.61,91.95,0.0,1230
27,2021-12-22,1677917,HR055AD2198,WEYE01,100.0,90.97,45.88,0.0,34
0,2021-12-22,6046,NL01AA4912,WETRACK2,98.33,89.58,81.01,0.0,1274
28,2021-12-22,1678163,NL001AA4912,WEYE01,99.72,87.78,64.41,0.0,34
3,2021-12-22,8259,NL01AA6688,WETRACK2,98.4,85.28,80.42,0.0,1238
29,2021-12-22,1678413,NL001AA6688,WEYE01,71.18,54.24,69.56,1.0,34
21,2021-12-22,1608069,HR38AC8427,WECX01,100.0,92.08,82.41,0.0,75
30,2021-12-22,1678279,HR038AC8427,WEYE01,87.85,78.82,62.75,0.0,34
25,2021-12-22,1612282,HR38AC4399,WECX01,95.83,79.51,60.15,0.0,73
31,2021-12-22,1678510,HR038AC4399,WEYE01,100.0,87.36,67.91,0.0,34
10,2021-12-22,5738,NL01AA4762,WETRACK2,70.14,69.51,30.33,1.0,1169
32,2021-12-22,1681968,NL011AA4762,WEYE01,100.0,76.67,39.52,0.0,32
16,2021-12-22,861716,NL01AB1894,WETRACK2,99.38,98.61,98.0,0.0,503
33,2021-12-22,1682062,NL011AB1894,WEYE01,99.38,88.75,70.56,0.0,32
22,2021-12-22,1611816,HR38AC7975,WECX01,96.18,78.68,56.09,0.0,73
34,2021-12-22,1682332,HR138AC7975,WEYE01,93.26,83.89,67.34,0.0,32
5,2021-12-22,8775,HR55AD5041,WETRACK2,100.0,100.0,100.0,0.0,1230
35,2021-12-22,1682513,HR055AD5041,WEYE01,100.0,91.11,81.38,0.0,32
9,2021-12-22,12826,NL01AC2882,WETRACK2,98.89,91.53,90.74,0.0,1170
36,2021-12-22,1682411,NL001AC2882,WEYE01,91.39,75.76,71.96,1.0,32
37,2021-12-22,1681662,HR055X2249,WEYE01,91.74,84.17,73.86,1.0,32
23,2021-12-22,1611839,HR38AC9564,WECX01,97.64,83.19,74.26,0.0,73
38,2021-12-22,1682191,HR038AC9564,WEYE01,99.86,91.6,68.13,0.0,32
20,2021-12-22,1607556,HR38AC5450,WECX01,100.0,93.26,99.94,0.0,75
39,2021-12-22,1682478,HR038AC5450,WEYE01,100.0,92.29,89.29,0.0,32
7,2021-12-22,11774,NL01AB1652,WETRACK2,99.58,99.58,99.24,0.0,1186
40,2021-12-22,1681792,NL001AB1652,WEYE01,97.01,82.01,80.89,0.0,32
12,2021-12-22,12844,NL01AC4180,C100,100.0,84.24,45.36,0.0,905
41,2021-12-22,1696506,NL001AC4180,TMG,89.72,79.72,67.63,0.0,25
17,2021-12-22,887012,HR55Y1278,WETRACK2,100.0,98.4,85.35,0.0,486
42,2021-12-22,1696574,HR055Y1278,TMG,100.0,91.18,66.5,0.0,25
1,2021-12-22,7242,HR55Y8651,WETRACK2,98.47,95.28,94.41,0.0,1251
43,2021-12-22,1696606,HR055Y8651,TMG,69.1,60.83,66.51,1.0,25
8,2021-12-22,12208,NL01AC2624,GT06N,99.72,99.51,99.79,0.0,1179
44,2021-12-22,1696544,NL010AC2624,TMG,95.42,87.22,86.95,0.0,25
15,2021-12-22,794015,HR55X2602,WETRACK2,99.58,99.51,100.0,0.0,545
45,2021-12-22,1696471,HR055X2602,TMG,93.54,85.83,82.35,0.0,25
26,2021-12-22,1613938,HR38AC9561,WECX01,99.93,89.24,76.72,0.0,72
46,2021-12-22,1697202,HR038AC9561,TMG,63.19,53.96,75.43,1.0,24
2,2021-12-22,7753,NL01AC0284,WETRACK2,99.93,88.68,84.56,0.0,1243
47,2021-12-22,1697575,NL001AC0284,TMG,100.07,89.17,68.58,0.0,24
24,2021-12-22,1611286,HR38AC0788,WECX01,99.65,97.01,84.32,0.0,73
48,2021-12-22,1697533,HR0038AC0788,TMG,100.0,90.83,82.37,0.0,24
19,2021-12-22,1520558,NL01AF0483,WECX01,99.51,92.43,98.1,0.0,101
49,2021-12-22,1697119,NL001AF0483,TMG,100.0,89.65,84.53,0.0,24
11,2021-12-22,19748,NL01AC4193,WETRACK2,100.0,100.0,100.0,0.0,1070
50,2021-12-22,1697468,NL001AC4193,TMG,100.0,91.6,80.26,0.0,24
6,2021-12-22,8859,NL01AC0798,WETRACK2,81.81,75.35,91.98,1.0,1227
51,2021-12-22,1697499,NL001AC0798,TMG,100.0,82.22,72.77,0.0,24
13,2021-12-22,136609,NL01AD9861,FMB920,99.93,0.07,66.64,0.0,821
52,2021-12-22,1697276,NL001AD9861,TMG,90.42,73.12,64.5,0.0,24
18,2021-12-22,1025419,NL01AC2881,WETRACK2,98.19,97.15,97.61,0.0,393
53,2021-12-22,1697622,NL001AC2881,TMG,99.31,88.26,75.3,0.0,24
14,2021-12-22,456375,HR55W0408,WETRACK2,99.72,96.25,95.7,0.0,709
54,2021-12-22,1697339,HR055W0408,TMG,79.58,62.36,59.08,1.0,21
