,analysis_for_day,vehicle_id,vehicle_number,model_name,consistency_pct,live_pct,gsm_average,no_info_instances,days_post_installation
3,2022-01-16,8259,NL01AA6688,WETRACK2,96.88,84.1,74.9,0.0,1263
27,2022-01-16,1678413,NL001AA6688,WEYE01,50.21,44.58,77.19,1.0,59
4,2022-01-16,8764,HR55AD2198,WETRACK2,98.54,93.12,82.35,0.0,1255
28,2022-01-16,1677917,HR055AD2198,WEYE01,100.0,90.83,51.25,0.0,59
20,2022-01-16,1608069,HR38AC8427,WECX01,95.42,85.83,83.35,0.0,100
29,2022-01-16,1678279,HR038AC8427,WEYE01,80.76,76.67,71.9,1.0,59
22,2022-01-16,1612282,HR38AC4399,WECX01,97.5,76.46,47.89,0.0,98
30,2022-01-16,1678510,HR038AC4399,WEYE01,99.51,81.81,56.06,0.0,59
0,2022-01-16,6046,NL01AA4912,WETRACK2,95.97,74.86,64.26,0.0,1299
31,2022-01-16,1678163,NL001AA4912,WEYE01,99.93,86.04,51.43,0.0,59
7,2022-01-16,11774,NL01AB1652,WETRACK2,98.61,98.47,99.84,0.0,1211
32,2022-01-16,1681792,NL001AB1652,WEYE01,95.21,86.81,75.95,0.0,57
24,2022-01-16,1611816,HR38AC7975,WECX01,99.51,80.97,45.15,0.0,98
33,2022-01-16,1682332,HR138AC7975,WEYE01,92.99,82.57,58.71,0.0,57
25,2022-01-16,1611839,HR38AC9564,WECX01,100.0,95.62,91.87,0.0,98
34,2022-01-16,1682191,HR038AC9564,WEYE01,99.65,89.93,89.63,0.0,57
35,2022-01-16,1681662,HR055X2249,WEYE01,91.81,78.12,67.19,1.0,57
21,2022-01-16,1607556,HR38AC5450,WECX01,99.79,96.32,93.32,0.0,100
36,2022-01-16,1682478,HR038AC5450,WEYE01,100.0,95.0,81.08,0.0,57
10,2022-01-16,5738,NL01AA4762,WETRACK2,97.5,88.47,74.53,0.0,1194
37,2022-01-16,1681968,NL011AA4762,WEYE01,100.0,92.92,58.66,0.0,57
5,2022-01-16,8775,HR55AD5041,WETRACK2,94.65,79.38,88.03,0.0,1255
38,2022-01-16,1682513,HR055AD5041,WEYE01,99.24,82.43,55.12,0.0,57
16,2022-01-16,861716,NL01AB1894,WETRACK2,98.12,98.12,97.12,0.0,528
39,2022-01-16,1682062,NL011AB1894,WEYE01,98.06,93.26,59.95,0.0,57
9,2022-01-16,12826,NL01AC2882,WETRACK2,100.0,99.86,98.99,0.0,1195
40,2022-01-16,1682411,NL001AC2882,WEYE01,94.44,87.57,83.65,1.0,57
15,2022-01-16,794015,HR55X2602,WETRACK2,0.0,0.0,0.0,0.0,570
41,2022-01-16,1696471,HR055X2602,TMG,0.0,0.0,0.0,0.0,50
8,2022-01-16,12208,NL01AC2624,GT06N,96.94,85.28,92.3,0.0,1204
42,2022-01-16,1696544,NL010AC2624,TMG,88.47,76.81,71.32,2.0,50
12,2022-01-16,12844,NL01AC4180,C100,99.86,85.21,41.72,0.0,930
43,2022-01-16,1696506,NL001AC4180,TMG,98.75,93.82,79.89,0.0,50
17,2022-01-16,887012,HR55Y1278,WETRACK2,99.79,98.19,87.85,0.0,511
44,2022-01-16,1696574,HR055Y1278,TMG,100.0,94.93,64.02,0.0,50
1,2022-01-16,7242,HR55Y8651,WETRACK2,98.61,96.11,94.88,0.0,1276
45,2022-01-16,1696606,HR055Y8651,TMG,0.0,0.0,0.0,0.0,50
26,2022-01-16,1613938,HR38AC9561,WECX01,97.15,89.1,79.72,0.0,97
46,2022-01-16,1697202,HR038AC9561,TMG,85.69,81.04,64.61,2.0,49
6,2022-01-16,8859,NL01AC0798,WETRACK2,99.86,99.24,98.78,0.0,1252
47,2022-01-16,1697499,NL001AC0798,TMG,100.0,92.64,68.75,0.0,49
19,2022-01-16,1520558,NL01AF0483,WECX01,99.65,90.49,84.01,0.0,126
48,2022-01-16,1697119,NL001AF0483,TMG,100.07,92.15,73.19,0.0,49
23,2022-01-16,1611286,HR38AC0788,WECX01,99.93,96.81,96.48,0.0,98
49,2022-01-16,1697533,HR0038AC0788,TMG,100.0,94.79,82.06,0.0,49
13,2022-01-16,136609,NL01AD9861,FMB920,99.93,0.0,75.67,0.0,846
50,2022-01-16,1697276,NL001AD9861,TMG,76.53,72.92,82.24,2.0,49
11,2022-01-16,19748,NL01AC4193,WETRACK2,99.72,99.72,100.0,0.0,1095
51,2022-01-16,1697468,NL001AC4193,TMG,100.0,93.61,78.78,0.0,49
2,2022-01-16,7753,NL01AC0284,WETRACK2,99.51,95.76,77.1,0.0,1268
52,2022-01-16,1697575,NL001AC0284,TMG,100.0,89.51,72.39,0.0,49
18,2022-01-16,1025419,NL01AC2881,WETRACK2,99.51,93.89,94.62,0.0,418
53,2022-01-16,1697622,NL001AC2881,TMG,100.0,89.17,80.56,0.0,49
14,2022-01-16,456375,HR55W0408,WETRACK2,100.0,99.93,95.94,0.0,734
54,2022-01-16,1697339,HR055W0408,TMG,46.25,42.01,55.98,1.0,46
