,analysis_for_day,vehicle_id,vehicle_number,model_name,consistency_pct,live_pct,gsm_average,no_info_instances,days_post_installation
3,2021-11-29,8259,NL01AA6688,WETRACK2,100.0,99.51,93.17,0.0,1215
27,2021-11-29,1678413,NL001AA6688,WEYE01,78.75,72.15,75.66,1.0,11
0,2021-11-29,6046,NL01AA4912,WETRACK2,91.67,91.67,99.93,0.0,1251
28,2021-11-29,1678163,NL001AA4912,WEYE01,96.39,89.31,70.43,0.0,11
5,2021-11-29,8764,HR55AD2198,WETRACK2,99.86,99.86,96.37,0.0,1207
29,2021-11-29,1677917,HR055AD2198,WEYE01,100.0,93.19,65.62,0.0,11
21,2021-11-29,1608069,HR38AC8427,WECX01,98.4,86.94,86.16,0.0,52
30,2021-11-29,1678279,HR038AC8427,WEYE01,48.61,42.57,73.54,2.0,11
25,2021-11-29,1612282,HR38AC4399,WECX01,97.92,89.79,91.54,0.0,50
31,2021-11-29,1678510,HR038AC4399,WEYE01,100.0,91.81,73.73,0.0,11
7,2021-11-29,11774,NL01AB1652,WETRACK2,100.0,100.0,99.83,0.0,1163
32,2021-11-29,1681792,NL001AB1652,WEYE01,81.39,79.72,78.84,1.0,9
23,2021-11-29,1611839,HR38AC9564,WECX01,89.38,74.86,73.92,2.0,50
33,2021-11-29,1682191,HR038AC9564,WEYE01,99.51,88.61,77.28,0.0,9
4,2021-11-29,8775,HR55AD5041,WETRACK2,99.38,99.38,99.98,0.0,1207
34,2021-11-29,1682513,HR055AD5041,WEYE01,100.0,92.01,61.82,0.0,9
22,2021-11-29,1611816,HR38AC7975,WECX01,98.47,88.33,99.23,0.0,50
35,2021-11-29,1682332,HR138AC7975,WEYE01,74.79,67.64,90.21,1.0,9
9,2021-11-29,12826,NL01AC2882,WETRACK2,99.1,96.32,73.28,0.0,1147
36,2021-11-29,1682411,NL001AC2882,WEYE01,68.12,59.38,65.0,3.0,9
20,2021-11-29,1607556,HR38AC5450,WECX01,100.0,94.17,94.78,0.0,52
37,2021-11-29,1682478,HR038AC5450,WEYE01,100.0,88.06,73.53,0.0,9
10,2021-11-29,5738,NL01AA4762,WETRACK2,100.0,100.0,96.11,0.0,1146
38,2021-11-29,1681968,NL011AA4762,WEYE01,100.0,94.24,72.2,0.0,9
39,2021-11-29,1681662,HR055X2249,WEYE01,85.9,72.15,54.44,1.0,9
16,2021-11-29,861716,NL01AB1894,WETRACK2,99.79,95.35,91.07,0.0,480
40,2021-11-29,1682062,NL011AB1894,WEYE01,95.42,84.79,59.53,0.0,9
1,2021-11-29,7242,HR55Y8651,WETRACK2,100.0,99.72,99.21,0.0,1228
41,2021-11-29,1696606,HR055Y8651,TMG,67.15,61.25,84.89,2.0,2
15,2021-11-29,794015,HR55X2602,WETRACK2,99.93,98.68,99.83,0.0,522
42,2021-11-29,1696471,HR055X2602,TMG,96.53,83.68,58.4,0.0,2
8,2021-11-29,12208,NL01AC2624,GT06N,99.86,92.43,91.69,0.0,1156
43,2021-11-29,1696544,NL010AC2624,TMG,84.86,70.9,68.92,1.0,2
12,2021-11-29,12844,NL01AC4180,C100,84.51,30.35,43.19,0.0,882
44,2021-11-29,1696506,NL001AC4180,TMG,92.57,70.0,66.02,1.0,2
17,2021-11-29,887012,HR55Y1278,WETRACK2,98.12,95.56,86.65,0.0,463
45,2021-11-29,1696574,HR055Y1278,TMG,99.44,87.15,71.15,0.0,2
18,2021-11-29,1025419,NL01AC2881,WETRACK2,99.79,99.72,93.87,0.0,370
46,2021-11-29,1697622,NL001AC2881,TMG,100.0,92.36,65.89,0.0,1
24,2021-11-29,1611286,HR38AC0788,WECX01,99.93,99.93,95.61,0.0,50
47,2021-11-29,1697533,HR0038AC0788,TMG,100.0,93.12,76.26,0.0,1
2,2021-11-29,7753,NL01AC0284,WETRACK2,99.93,99.65,59.14,0.0,1220
48,2021-11-29,1697575,NL001AC0284,TMG,100.0,89.38,76.77,0.0,1
6,2021-11-29,8859,NL01AC0798,WETRACK2,100.0,99.38,99.34,0.0,1204
49,2021-11-29,1697499,NL001AC0798,TMG,100.0,91.32,83.65,0.0,1
11,2021-11-29,19748,NL01AC4193,WETRACK2,99.93,99.93,100.0,0.0,1047
50,2021-11-29,1697468,NL001AC4193,TMG,100.0,93.4,81.42,0.0,1
13,2021-11-29,136609,NL01AD9861,FMB920,100.0,0.0,63.36,0.0,798
51,2021-11-29,1697276,NL001AD9861,TMG,85.83,78.61,71.2,2.0,1
26,2021-11-29,1613938,HR38AC9561,WECX01,100.0,95.14,100.0,0.0,49
52,2021-11-29,1697202,HR038AC9561,TMG,60.0,54.03,96.3,1.0,1
19,2021-11-29,1520558,NL01AF0483,WECX01,99.72,83.33,77.56,0.0,78
53,2021-11-29,1697119,NL001AF0483,TMG,100.0,87.29,69.23,0.0,1
14,2021-11-29,456375,HR55W0408,WETRACK2,100.0,100.0,100.0,0.0,686
54,2021-11-29,1697339,HR055W0408,TMG,90.49,84.03,69.63,0.0,-2
