,analysis_for_day,vehicle_id,vehicle_number,model_name,consistency_pct,live_pct,gsm_average,no_info_instances,days_post_installation
25,2022-01-21,1612282,HR38AC4399,WECX01,49.31,0.0,57.73,0.0,103
27,2022-01-21,1678510,HR038AC4399,WEYE01,51.53,0.0,57.75,1.0,64
3,2022-01-21,8259,NL01AA6688,WETRACK2,58.75,32.15,93.72,0.0,1268
28,2022-01-21,1678413,NL001AA6688,WEYE01,17.15,0.0,73.41,2.0,64
21,2022-01-21,1608069,HR38AC8427,WECX01,61.53,6.11,79.13,1.0,105
29,2022-01-21,1678279,HR038AC8427,WEYE01,39.24,0.0,64.77,2.0,64
4,2022-01-21,8764,HR55AD2198,WETRACK2,35.0,33.33,99.74,0.0,1260
30,2022-01-21,1677917,HR055AD2198,WEYE01,51.32,0.0,75.35,0.0,64
0,2022-01-21,6046,NL01AA4912,WETRACK2,59.65,32.5,83.66,0.0,1304
31,2022-01-21,1678163,NL001AA4912,WEYE01,50.35,0.0,64.13,0.0,64
10,2022-01-21,5738,NL01AA4762,WETRACK2,56.94,19.93,68.69,0.0,1199
32,2022-01-21,1681968,NL011AA4762,WEYE01,52.08,0.0,60.26,0.0,62
20,2022-01-21,1607556,HR38AC5450,WECX01,50.35,0.0,98.68,0.0,105
33,2022-01-21,1682478,HR038AC5450,WEYE01,28.82,0.0,82.5,2.0,62
7,2022-01-21,11774,NL01AB1652,WETRACK2,33.61,33.47,100.0,0.0,1216
34,2022-01-21,1681792,NL001AB1652,WEYE01,42.15,0.0,67.15,1.0,62
35,2022-01-21,1681662,HR055X2249,WEYE01,43.33,0.0,68.63,1.0,62
9,2022-01-21,12826,NL01AC2882,WETRACK2,43.19,32.5,91.35,0.0,1200
36,2022-01-21,1682411,NL001AC2882,WEYE01,49.03,0.0,84.44,0.0,62
16,2022-01-21,861716,NL01AB1894,WETRACK2,51.94,32.5,96.45,0.0,533
37,2022-01-21,1682062,NL011AB1894,WEYE01,50.56,0.0,59.67,0.0,62
22,2022-01-21,1611839,HR38AC9564,WECX01,51.18,0.0,82.67,0.0,103
38,2022-01-21,1682191,HR038AC9564,WEYE01,49.86,0.0,77.93,0.0,62
5,2022-01-21,8775,HR55AD5041,WETRACK2,34.17,33.54,100.0,0.0,1260
39,2022-01-21,1682513,HR055AD5041,WEYE01,52.15,0.0,55.82,0.0,62
23,2022-01-21,1611816,HR38AC7975,WECX01,49.79,0.0,68.18,0.0,103
40,2022-01-21,1682332,HR138AC7975,WEYE01,42.85,0.0,69.54,1.0,62
1,2022-01-21,7242,HR55Y8651,WETRACK2,34.72,33.19,100.0,0.0,1281
41,2022-01-21,1696606,HR055Y8651,TMG,0.0,0.0,0.0,0.0,55
17,2022-01-21,887012,HR55Y1278,WETRACK2,61.74,32.22,80.99,0.0,516
42,2022-01-21,1696574,HR055Y1278,TMG,50.35,0.0,59.34,0.0,55
8,2022-01-21,12208,NL01AC2624,GT06N,39.1,32.22,100.0,0.0,1209
43,2022-01-21,1696544,NL010AC2624,TMG,40.35,0.0,77.61,1.0,55
15,2022-01-21,794015,HR55X2602,WETRACK2,0.0,0.0,0.0,0.0,575
44,2022-01-21,1696471,HR055X2602,TMG,0.0,0.0,0.0,0.0,55
12,2022-01-21,12844,NL01AC4180,C100,47.99,0.0,48.28,0.0,935
45,2022-01-21,1696506,NL001AC4180,TMG,49.31,0.0,67.14,0.0,55
19,2022-01-21,1520558,NL01AF0483,WECX01,50.49,0.0,82.87,0.0,131
46,2022-01-21,1697119,NL001AF0483,TMG,52.22,0.0,76.73,0.0,54
24,2022-01-21,1611286,HR38AC0788,WECX01,47.99,0.0,81.04,0.0,103
47,2022-01-21,1697533,HR0038AC0788,TMG,50.83,0.0,59.08,0.0,54
13,2022-01-21,136609,NL01AD9861,FMB920,50.07,0.0,78.34,0.0,851
48,2022-01-21,1697276,NL001AD9861,TMG,48.4,0.0,84.61,1.0,54
26,2022-01-21,1613938,HR38AC9561,WECX01,67.85,0.0,61.43,1.0,102
49,2022-01-21,1697202,HR038AC9561,TMG,46.74,0.0,57.63,1.0,54
18,2022-01-21,1025419,NL01AC2881,WETRACK2,57.36,28.12,88.3,0.0,423
50,2022-01-21,1697622,NL001AC2881,TMG,67.99,0.0,64.05,1.0,54
11,2022-01-21,19748,NL01AC4193,WETRACK2,34.38,33.47,100.0,0.0,1100
51,2022-01-21,1697468,NL001AC4193,TMG,48.75,0.0,86.56,0.0,54
6,2022-01-21,8859,NL01AC0798,WETRACK2,55.07,22.29,86.01,0.0,1257
52,2022-01-21,1697499,NL001AC0798,TMG,51.6,0.0,72.21,0.0,54
2,2022-01-21,7753,NL01AC0284,WETRACK2,42.22,5.9,84.48,3.0,1273
53,2022-01-21,1697575,NL001AC0284,TMG,52.29,0.0,78.21,0.0,54
14,2022-01-21,456375,HR55W0408,WETRACK2,59.31,30.0,90.28,0.0,739
54,2022-01-21,1697339,HR055W0408,TMG,51.32,0.0,57.34,3.0,51
