,analysis_for_day,vehicle_id,vehicle_number,model_name,consistency_pct,live_pct,gsm_average,no_info_instances,days_post_installation
3,2022-01-19,8259,NL01AA6688,WETRACK2,94.58,83.26,75.35,0.0,1266
27,2022-01-19,1678413,NL001AA6688,WEYE01,24.72,9.51,68.38,2.0,62
4,2022-01-19,8764,HR55AD2198,WETRACK2,97.57,97.01,98.99,0.0,1258
28,2022-01-19,1677917,HR055AD2198,WEYE01,100.0,86.39,74.94,0.0,62
0,2022-01-19,6046,NL01AA4912,WETRACK2,99.58,99.31,95.72,0.0,1302
29,2022-01-19,1678163,NL001AA4912,WEYE01,61.18,52.71,75.26,2.0,62
21,2022-01-19,1608069,HR38AC8427,WECX01,99.93,89.51,89.66,0.0,103
30,2022-01-19,1678279,HR038AC8427,WEYE01,93.12,85.14,72.7,0.0,62
23,2022-01-19,1612282,HR38AC4399,WECX01,99.86,91.18,71.21,0.0,101
31,2022-01-19,1678510,HR038AC4399,WEYE01,98.82,89.44,62.09,0.0,62
10,2022-01-19,5738,NL01AA4762,WETRACK2,99.86,99.72,96.53,0.0,1197
32,2022-01-19,1681968,NL011AA4762,WEYE01,100.0,92.43,86.98,0.0,60
20,2022-01-19,1607556,HR38AC5450,WECX01,97.29,82.43,78.15,0.0,103
33,2022-01-19,1682478,HR038AC5450,WEYE01,100.0,86.6,72.35,0.0,60
24,2022-01-19,1611839,HR38AC9564,WECX01,99.03,86.18,61.2,0.0,101
34,2022-01-19,1682191,HR038AC9564,WEYE01,99.44,87.15,65.54,0.0,60
9,2022-01-19,12826,NL01AC2882,WETRACK2,97.36,82.71,84.89,0.0,1198
35,2022-01-19,1682411,NL001AC2882,WEYE01,99.38,81.74,71.49,0.0,60
16,2022-01-19,861716,NL01AB1894,WETRACK2,100.0,96.6,91.35,0.0,531
36,2022-01-19,1682062,NL011AB1894,WEYE01,98.82,87.85,55.94,0.0,60
5,2022-01-19,8775,HR55AD5041,WETRACK2,97.71,95.14,95.93,0.0,1258
37,2022-01-19,1682513,HR055AD5041,WEYE01,90.07,81.6,63.66,1.0,60
7,2022-01-19,11774,NL01AB1652,WETRACK2,97.29,97.22,99.79,0.0,1214
38,2022-01-19,1681792,NL001AB1652,WEYE01,90.21,84.1,75.72,1.0,60
25,2022-01-19,1611816,HR38AC7975,WECX01,100.0,95.76,99.91,0.0,101
39,2022-01-19,1682332,HR138AC7975,WEYE01,66.25,61.74,86.87,1.0,60
40,2022-01-19,1681662,HR055X2249,WEYE01,96.18,85.07,62.73,0.0,60
12,2022-01-19,12844,NL01AC4180,C100,99.93,83.26,43.89,0.0,933
41,2022-01-19,1696506,NL001AC4180,TMG,98.96,87.29,67.89,0.0,53
1,2022-01-19,7242,HR55Y8651,WETRACK2,97.99,97.15,99.77,0.0,1279
42,2022-01-19,1696606,HR055Y8651,TMG,0.0,0.0,0.0,0.0,53
17,2022-01-19,887012,HR55Y1278,WETRACK2,98.61,96.74,87.15,0.0,514
43,2022-01-19,1696574,HR055Y1278,TMG,100.0,90.42,67.6,0.0,53
15,2022-01-19,794015,HR55X2602,WETRACK2,0.0,0.0,0.0,0.0,573
44,2022-01-19,1696471,HR055X2602,TMG,0.0,0.0,0.0,0.0,53
8,2022-01-19,12208,NL01AC2624,GT06N,93.33,86.11,90.57,1.0,1207
45,2022-01-19,1696544,NL010AC2624,TMG,80.69,68.68,66.32,2.0,53
11,2022-01-19,19748,NL01AC4193,WETRACK2,99.65,99.65,100.0,0.0,1098
46,2022-01-19,1697468,NL001AC4193,TMG,100.0,90.21,82.29,0.0,52
6,2022-01-19,8859,NL01AC0798,WETRACK2,99.79,97.71,94.5,0.0,1255
47,2022-01-19,1697499,NL001AC0798,TMG,100.0,93.12,80.4,0.0,52
26,2022-01-19,1613938,HR38AC9561,WECX01,97.22,83.12,88.49,0.0,100
48,2022-01-19,1697202,HR038AC9561,TMG,76.32,63.61,78.66,2.0,52
22,2022-01-19,1611286,HR38AC0788,WECX01,99.72,90.35,86.85,0.0,101
49,2022-01-19,1697533,HR0038AC0788,TMG,99.86,88.4,73.47,0.0,52
13,2022-01-19,136609,NL01AD9861,FMB920,99.93,0.0,72.15,0.0,849
50,2022-01-19,1697276,NL001AD9861,TMG,94.58,81.39,71.59,0.0,52
18,2022-01-19,1025419,NL01AC2881,WETRACK2,49.03,48.96,94.5,0.0,421
51,2022-01-19,1697622,NL001AC2881,TMG,48.4,46.18,84.44,0.0,52
2,2022-01-19,7753,NL01AC0284,WETRACK2,57.29,35.07,73.67,0.0,1271
52,2022-01-19,1697575,NL001AC0284,TMG,99.44,89.1,69.25,1.0,52
19,2022-01-19,1520558,NL01AF0483,WECX01,100.0,91.94,80.55,0.0,129
53,2022-01-19,1697119,NL001AF0483,TMG,100.0,90.76,68.75,0.0,52
14,2022-01-19,456375,HR55W0408,WETRACK2,99.17,93.26,90.93,0.0,737
54,2022-01-19,1697339,HR055W0408,TMG,46.94,39.31,52.59,3.0,49
